26/01/2013	Messor bouvieri	Brisingr	Madrid, Ensanche de Vallecas	Primer día soleado tras varios días frios y cubiertos. Zona de descampados arenosos con hierbas bajas y pequeños matorrales. Hormiguero con 8 o 10 reinas aladas y multitud majors y cabezones.
22/10/2012	Hypoponera sp.	xcom	el patio de mi casa, Trebujena (cadiz)	pues nada en el patio, despues de un bochorno a eso de las 13:00h reinas con o sin alas, he cogido muchas ;)
22/10/2012	Aphaenogaster dulcineae	xcom	Trebujena (cadiz)	en el patio de mi casa varias reinas
22/10/2012	Messor barbarus	silfonone	Ribatejada (Madrid)	Un día soleado despues de las lluvias. Vuelo no masivo.
22/10/2012	Messor bouvieri	silfonone	Ribatejada (Madrid)	Un día soleado despues de las lluvias. Vuelo no masivo.
22/10/2012	Hypoponera sp.	ixdeenero	Guadalajara	En el mismo aula del último que registré. menos abundantes
22/10/2012	Crematogaster auberti	Elias Amorós	La Marina,Elx	Bastantes reinas de Messor barbarus por el suelo y alguna crematogaster.
22/10/2012	Messor barbarus	Elias Amorós	La Marina,Elx	Bastantes reinas de Messor barbarus por el suelo y alguna crematogaster.
21/10/2012	Crematogaster auberti	Elias Amorós	La Marina,Elx	Bastantes reinas de Messor barbarus por el suelo y alguna crematogaster.
21/10/2012	Messor barbarus	Elias Amorós	La Marina,Elx	Bastantes reinas de Messor barbarus por el suelo y alguna crematogaster.
20/10/2012	Messor sp.	Luigi	Alfaz del Pi (Alicante)	Varias reinas deambulando sin alas por el patio de mi casa y las calles colindantes, bastantes machos apostados por las esquinas.
20/10/2012	Messor barbarus	chema	Churra (Murcia)	Vuelo masivo de Messor barbarus a las 14:00, después de las lluvias de la noche pasada
20/10/2012	Goniomma sp.	silfonone	Ribatejada (Madrid)	Vuelos a las 17:00. Recogí 3 reinas fecundadas a las 18:00. Lluvias el día anterior.
20/10/2012	Messor barbarus	xcom	toda la provincia de cadiz	vuelos masivos
20/10/2012	Crematogaster auberti	Elias Amorós	La Marina,Elx	Bastantes reinas de Messor barbarus por el suelo y alguna crematogaster.
20/10/2012	Messor barbarus	Elias Amorós	La Marina,Elx	Bastantes reinas de Messor barbarus por el suelo y alguna crematogaster.
19/10/2012	Messor sp.	jomasanma	huelva	he recogido mas de 30 reinas de messor y esta toda la parte trasera de la escuela de arte llena
19/10/2012	Messor barbarus	Ferdimil	Sevilla	20 Reinas cogidas y muchas más por el suelo
19/10/2012	Messor barbarus	xcom	toda la provincia de cadiz	pequeños vuelos
15/10/2012	Hypoponera sp.	ixdeenero	Guadalajara	Dentro de un aula de 20 metros cuadrados en un curso. Todo el suelo lleno de reinas. En una hora he contado mas de 30
15/10/2012	Crematogaster scutellaris	Tomás de Aquino	Málaga, Puerto de la Torre	Reina solitaria por la noche entre la hojarasca con una temperatura suave y sin viento. El suelo está húmedo (lluvia en días anteriores)
14/10/2012	Messor capitatus	Pitin	Teruel	
13/10/2012	Neivamyrmex sp.	AlexAlex	Lima, Perú.	Porfin pongo el registro, en estos 4 días no han parado de salir machos alados y hembras de este género, la especie la desconosco.
13/10/2012	Crematogaster auberti	Elias Amorós	La Marina, Elx	Vuelos de Crematogaster sobretodo sobre las 14:30
13/10/2012	Messor barbarus	Elias Amorós	La Marina, Elx	Vuelos de Crematogaster sobretodo sobre las 14:30
10/10/2012	Crematogaster scutellaris	fmm	Mallorca (Islas Baleares), zona central	hembras buscando anidamiento. Sin lluvias previas, temperatura de 24º humedad 80%, sobre 19.00 hs
10/10/2012	Messor sp.	ADAM	Mansilla de las Mulas y Valencia de Don Juan (Leon)	Vuelos modestos de Messor sp,con captura de 13 reinas en Mansilla de las Mulas,avistamiento de mas,y avistamiento en Valencia de Don Juan de alados.
09/10/2012	Crematogaster scutellaris	skybird	Barcelona Pubillas cases	9.10h de la mañana 2 reinas una en el suelo de patas arriba y otra en un agujero de una arbore.
07/10/2012	Myrmica sp.	MadGator	Cacicedo de Camargo (Cantabria)	2 reinas aladas, 12 am, 27º soleado.
07/10/2012	Crematogaster scutellaris	EagleScreen	Madrid (Alcobendas)	A partir de las 20:30 multitud de machos y excasas hembras. Día caluroso sin viento y sin lluvia.
07/10/2012	Lasius sp.	ADAM	Cercanias del rio Esla,entre Villafale y Campo de Villavidel	Vuelos masivos,con ingentes cantidades de machos,tanto de dia sirviendo de pasto para truchas,como de noche amontonados en las farolas.Captura de una reina que murio al cabo de un rato.
06/10/2012	Crematogaster auberti	ADAM	Pico Fontañan, Pola de gordon (Leon)	Dos reinas sin alas recojidas a diferentes altitudes y a diferentes horas de la mañana
05/10/2012	Crematogaster scutellaris	skybird	Barcelona sants estacion	algunas reinas a puerta del hormiguero. e encontrado una reina desalada a cerca de 20 metros del hormiguero buscando agujeros. 15h30 calor y nada de vento.
05/10/2012	Crematogaster scutellaris	atomic ant	Madrid capital	Una reina sin alas por el pasillo de mi casa. Lluvias hace unos días, hoy altas presiones
04/10/2012	Crematogaster scutellaris	ixdeenero	Guadalajara	pequeño vuelo. 20grados, sin viento, humedad media-alta
04/10/2012	Crematogaster scutellaris	EagleScreen	Madrid (centro y Universidad Autónoma)	Encuentro hembra alada en el centro de Madrid a las 19:00 y otra fecundada en la Autónoma algo más tarde.
04/10/2012	Crematogaster scutellaris	alberto_enfermero	Béjar Salamanca	Vuelo en masa de Crematogaster. Cielo despejado. Dos días antes tormenta.
03/10/2012	Crematogaster scutellaris	insmetal	Getafe (Cerro de los Angeles) - Madrid	Vuelo inmenso..Todos los arboles repletos de Alados de arriba a abajo,volando sin cesar,comenzaron a salir a partir de las 18 hrs...
02/10/2012	Crematogaster scutellaris	ixdeenero	Guadalajara	Seguramente fue el vuelo el día anterior a última hora de la tarde. Varias reinas desaladas por las paredes y algún árbol.
02/10/2012	Messor barbarus	Amador u.	Talavera de la Reina	Vuelos masivos en toda la ciudad a partir del mediodia.
01/10/2012	Crematogaster auberti	insmetal	Madrid (Zona Sur) Ayer Domingo 30-09-2012	No se como la ví...Reina aislada entre miles de Reinas Messor en Pleno vuelo... Temperatura: 18º
01/10/2012	Messor barbarus	insmetal	Madrid ( Zona Sur ) Ayer Domingo 30-09-12	Vuelo Masivo..Cielo y Suelo repleto de Reinas,Machos y Princesas...comenzó a las 12:30 p.m hasta las 15:00...rescaté un bote entero de las aceras y las liberé todas en el campo,excepto 5.
01/10/2012	Lasius flavus	ixdeenero	Guadalajara	Vuelos tímidos de ambas especies. Recojo una reina de crema y dos de lasius. Sin viento, entre 18º-20º
01/10/2012	Crematogaster scutellaris	ixdeenero	Guadalajara	Vuelos tímidos de ambas especies. Recojo una reina de crema y dos de lasius. Sin viento, entre 18º-20º
30/09/2012	Solenopsis sp.	alihormiga	Alicante (capital)	Vuelo masivo
30/09/2012	Messor barbarus	crisanto	Coma-ruga (Tarragona)	Vuelo masivo
30/09/2012	Messor barbarus	crisanto	Sant Cugat del Vallès (Barcelona)	Vuelo masivo durante la mañana. Igual que en Coma-ruga. Vuelos en todo el rango - reinas chocando contra el coche durante los 70 km.
30/09/2012	Messor barbarus	Grs9	Sta Coloma de Farners (Girona), zona de campo	Vuelo bastante massivo, reinas por todas partes. 12:00 h, sol y buenas temperaturas, el día anterior lluvia
30/09/2012	Messor sp.	Trass	Sant Vicenç dels Horts, Barcelona.	Vuelo masivo. Reinas sin alas excavando agujeros en la tierra. Algún macho. 12-13 mediodía 20-21 ºC, día soleado con alguna nube (día anterior lluvioso 50 l/m).
30/09/2012	Messor barbarus	Bomber	Montcada i Reixac	zonas de tierra 5 reinas m2, por la calle 1 reina cada metro
30/09/2012	Messor sp.	Isthar	Blanes (Girona)	Vuelo masivo por todo el pueblo (el día anterior había llovido)
30/09/2012	Messor sp.	darkbits	Torrejón de Ardoz	Reinas por doquier - Zona Parque Cataluña - Parque Europa
30/09/2012	Messor sp.	Fhixius	Badalona	Vuelo masivo, 20º, 0km/h, 67% de humedad, sol intenso después de lluvias fuertes.
30/09/2012	Messor barbarus	EagleScreen	Madrid (Hortaleza y Alcobendas)	A las 14:30 se podían ver abundantes machos y hembras fecundadas. Día soleado con temperaturas suaves tras dos días de lluvia y frío.
30/09/2012	Messor barbarus	xfreakart	Madrid	
30/09/2012	Messor barbarus	xcom	jerez de la frontera-puerto de santa maria(cadiz)	vuelo masivo, aunque todavia quedan muchas por salir.
30/09/2012	Messor sp.	luzius	Metro Parque de santa María y mar de Cristal (Madrid)	Gran cantidad, en solo 1 minuto he cogido 5 reinas sin alas, había mucho mas aladas y gran cantidad de machos
30/09/2012	Messor barbarus	silfonone	Ribatejada (Madrid)	Vuelos masivos a las 12:30.
30/09/2012	Crematogaster sp.	silfonone	Ribatejada (Madrid)	Vuelos a las 12:30. He podido recoger reinas fecundadas a partir de las 14:00.
30/09/2012	Messor barbarus	Anthein	Lleida	Vuelo masivo, día soleado después de un día de lluvia.
30/09/2012	Messor barbarus	ixdeenero	Guadalajara	vuelos masivos. crema muerta pero desalada
30/09/2012	Crematogaster scutellaris	ixdeenero	Guadalajara	vuelos masivos. crema muerta pero desalada
30/09/2012	Messor barbarus	Nilus	Igualada (Barcelona)	Esta mañana salida massiva de alados en dia muy asoleado tras dos dias de lluvias intensas. Todas las calles de la ciudad estan llenas de reinas.
30/09/2012	Messor barbarus	Firefly	Salamanca	20°. tras un par de días lloviendo, hoy soleado por la mañana.
30/09/2012	Messor barbarus	gonzodor	Llobregat	Vuelos abundantes de messor Barbarus, en la zona de Castelldefels, Sant Boi y Viladecans. He cogido 20 y porque no tengo mas botes. Pienso que mañana más
30/09/2012	Messor barbarus	srenau	Parc Natural de Collserola (Barcelona City)	Vuelo masivo matinal. Centenares de reinas fecundadas escabando el suelo.
30/09/2012	Messor barbarus	nachofs	Rivas (Madrid)	Vuelo masivo, cientos de reinas sin las mediodia.
30/09/2012	Crematogaster auberti	ixdeenero	Guadalajara	Vuelo coincidente con messor y c. scutellaris.
30/09/2012	Messor barbarus	srenau	Parc de Collserola (Barcelona City)	Vuelo masivo matinal. Centenares de reinas fecundadas escabando el suelo.
30/09/2012	Messor barbarus	srenau	Vilafranca del Penedes (Barcelona)	Vuelo masivo matinal. Centenares de reinas fecundadas escabando el suelo.
30/09/2012	Messor barbarus	TitoHarris	Barcelona (avistados en almenos: Eixample, Les Corts, Montjuïch, Gràcia, Ciutat Vella...)	Vuelos por toda el área metropolitana
30/09/2012	Messor barbarus	luismarcos	Madrid (Ensanche Vallecas)	Tras las lluvias de los últimos días, día soleado. Vuelo masivo, cientos de alados, durante un paseo a las 19h vi unas 20-30 reinas ya fecundadas por el suelo.
30/09/2012	Messor barbarus	Kraiks	Alcala de henares	Un vuelo no muy masivo, aunque numeroso, recogidas tres reinas.
30/09/2012	Messor barbarus	insmetal	Madrid (Zona Sur)	Vuelo Masivo...Desde las 12:30 p.m Reinas,Machos y Princesas en el Cielo y en la Tierra...lleno un bote hasta arriba y las suelto en el campo,todas menos 5..
30/09/2012	Messor sp.	danieldelhoyo	toda valencia.. yo cogi en alaquas..	vuelos masivos.. llenos de principes, princesas y reinas....
30/09/2012	Solenopsis sp.	Elias Amorós	La Marina,Elx	Bastantes reinas y machos de M.barbarus, pero ni un tercio de las que salieron ayer, tambien machos aphaenogaster y bastantes solenopsis.
30/09/2012	Messor barbarus	Elias Amorós	La Marina,Elx	Bastantes reinas y machos de M.barbarus, pero ni un tercio de las que salieron ayer, tambien machos aphaenogaster y bastantes solenopsis.
30/09/2012	Aphaenogaster ibericus	Elias Amorós	La Marina,Elx	Bastantes reinas y machos de M.barbarus, pero ni un tercio de las que salieron ayer, tambien machos aphaenogaster y bastantes solenopsis.
29/09/2012	Messor barbarus	chema	Churra (Murcia)	A partir de las 11,00 de  la mañana, en un día soleado y tras las fuertes lluvias de ayer, salida masiva de alados de Messor barbarus
29/09/2012	Messor barbarus	AntCosher	Alicante Capital	He salido a la calle temprano (9.00) y me he encontrado muchisimas tanto con alas como sin ellas.
29/09/2012	Messor barbarus	carlitus	Valencia capital	Tras las potentes lluvias de estos días, salida masiva de alados, miles por los suelos.
29/09/2012	Messor barbarus	JLorca	Elda (Alicante)	Acabo de salir a la calle (16.30) y está lleva de reinas, los machos están por todas las paredes.
29/09/2012	Messor barbarus	alihormiga	Alicante (capital)	Vuelo masivo
29/09/2012	Messor barbarus	Elias Amorós	La Marina, Elx	Vuelos de Messor barbarus, estaba todo lleno de reinas, pero bastantes menos que en 2011, aun quedan por volar la mitad... también algunos machos de Aphaenogaster iberica.
29/09/2012	Aphaenogaster ibericus	Elias Amorós	La Marina, Elx	Vuelos de Messor barbarus, estaba todo lleno de reinas, pero bastantes menos que en 2011, aun quedan por volar la mitad... también algunos machos de Aphaenogaster iberica.
27/09/2012	Messor barbarus	ixdeenero	Guadalajara	decenas de machos por aceras y paredes. ¿anuncio de vuelos masivos?
27/09/2012	Messor barbarus	racamubi	Sevilla poligono el pino	amago de salida (estan preparadas para la salida)
26/09/2012	Messor barbarus	silfonone	Ribatejada (Madrid)	Vuelos no masivos a las 14:30 después de una noche de lluvias. Capturé algunas reinas sin alas a partir de las 16:00.
23/09/2012	Pheidole sp.	gerson3366	Barranquilla, Colombia	Pheidole pequeñas negras y rojas, muchos machos de lo que parece camponotus pero ninguna reina a la vista. Todo despues de una leve lluvia en la tarde.
22/09/2012	Crematogaster auberti	ixdeenero	Guadalajara	Un macho solitario. Las condiciones eran parecidas a un vuelo que vi el pasado octubre: nubes, leve brisa, 28º, pero con falta de humedad
22/09/2012	Messor barbarus	Elias Amorós	La Marina, Elx	Reina solitaria sin alas en el patio de mi casa.
21/09/2012	Solenopsis sp.	Payo	Bétera (Valencia) encima de algun arbusto y encima de un pino bajo	Entre las 11:00 y las 15:00. Llovio hace 2 noches y hoy hacia especial bochorno.
19/09/2012	Messor barbarus	CyberAnt	Girona ciudad	Tras noche tormentosa, vuelo masivo en la zona sur y este de la ciudad. Sobre las 17:00 todavía se encontraban decenas de reinas buscando dónde esconderse.
18/09/2012	Lasius sp.	MadGator	Cacicedo (Cantabria)	Recogidos en la piscina, 4-5 de cada.
18/09/2012	Tetramorium sp.	MadGator	Cacicedo (Cantabria)	Recogidos en la piscina, 4-5 de cada.
17/09/2012	Temnothorax sp.	MadGator	Cacicedo (Cantabria)	Reinas y machos encontrados en la piscina
12/09/2012	Myrmica sp.	Radio	Oviedo, Asturias	Reina sin alas encontrada en el Parque de Invierno.
10/09/2012	Lasius sp.	MadGator	Santander (Cantabria)	11 pm 20º
10/09/2012	Tetramorium caespitum	MadGator	Santander (Cantabria)	11 pm 20º
10/09/2012	Myrmica sp.	ADAM	Villaverde de arriba (Leon)	Captura de reina alada recien posada sobre las 13:00
08/09/2012	Camponotus sp.	ADAM	Campo de villavidel (Leon)	Captura de una reina sin alas en una pared con luz de farola sobre las 00:00 del 8 de Septiembre
07/09/2012	Myrmica sp.	MadGator	La Florida (Cueva del Soplao) (Cantabria)	11 am soleado 25º 1 reina sin alas
07/09/2012	Lasius sp.	MadGator	La Florida (Cueva del Soplao) (Cantabria)	11 am soleado 25º vuelo de un hormiguero.
07/09/2012	Lasius sp.	ADAM	Mansilla de las Mulas (Leon)	Alada en el suelo sobre las 00:00
07/09/2012	Myrmica sp.	ADAM	Campo de villavidel (Leon)	Captura de dos reinas,una alada,y vuelos desde todos los hormigueros avistados sobre las 20:30
06/09/2012	Messor barbarus	ixdeenero	Guadalajara	A las 23:00, reina solitaria, infecunda
06/09/2012	Aphaenogaster ibericus	Elias Amorós	La Marina, Elx	Algunos machos ahogados en la piscina y alguno caminando por ahí...
05/09/2012	Messor bouvieri	Targaryen	Inca (Mallorca)	1 reina en salida del hormiguero. Sobre las 11hrs. Combates intensos entre miembros.
05/09/2012	Camponotus pilicornis	ixdeenero	Guadalajara	23º, ligera brisa, zona entre pinos y jardines. 4 reinas a las 23:00. Hora probable del vuelo: entre las 20:00 y las 21:00
04/09/2012	Messor bouvieri	Targaryen	Inca (Mallorca)	2 reinas en la salida del hormiguero sin alas. Mucha actividad de obreras. Sobre las 20hrs
02/09/2012	Messor bouvieri	Targaryen	Inca (Mallorca)	2 reinas en la salida del hormiguero sin alas. Mucha actividad de obreras. Sobre las 21hrs
01/09/2012	Camponotus sp.	MadGator	Novo Sancti Petri (Chiclana, Cadiz)	1 reina 30º soleado
01/09/2012	Messor barbarus	Elias Amorós	La Marina, Elx	Una reina con alas caminando por el suelo.
30/08/2012	Aphaenogaster ibericus	Elias Amorós	La Marina, Elx	Algunos machos caminando por el patio de mi casa.
26/08/2012	Camponotus pilicornis	Manu3Cantos	Tres Cantos (Madrid)	Muchos machos y alguna que otra hembra despistada a media tarde. Segundo día con temperaturas rondando los 30º despues de un par de semanas de intenso calor (37/40º).
25/08/2012	Cardiocondyla sp.	MadGator	Novo Sancti Petri (Chiclana, Cadiz)	1 reina, 30º soleado, posible C. mauritanica
24/08/2012	Cardiocondyla sp.	MadGator	Novo Sancti Petri (Chiclana, Cadiz)	1 reina, 30º soleado, posible C. mauritanica
23/08/2012	Cardiocondyla sp.	MadGator	Novo Sancti Petri (Chiclana, Cadiz)	1 reina, 30º soleado, posible C. mauritanica
22/08/2012	Nylanderia sp.	MadGator	Novo Sancti Petri (Chiclana, Cadiz)	1 reina 30º soleado posible N. jaegerskioeldi
21/08/2012	Nylanderia sp.	MadGator	Novo Sancti Petri (Chiclana, Cadiz)	1 reina 30º soleado posible N. jaegerskioeldi
15/08/2012	Cryptopone sp.	alberto_enfermero	Béjar, Salamanca	cayó volando al lado de un pilar de agua. tras una mañana de tormenta y tarde de sol. 19h 16º.
13/08/2012	Camponotus sylvaticus	Elias Amorós	La Marina, Elx	Reina solitaria sin alas a media tarde en mi casa.
11/08/2012	Formica sp.	ixdeenero	Torija, Guadalajara	En piscina, una reina solitaria con las alas cortadas pero no arrancadas. Muy nerviosa y agresiva. Parece rufibarbis pero con el gáster más pequeño, la cabeza negra, mesosoma rojo y una mancha.
10/08/2012	Camponotus sp.	Elias Amorós	Alicante	Vuelos de Camponotus sp., muchas reinas volando, la mayoria aterrizando en el mar :(
09/08/2012	Aphaenogaster ibericus	Elias Amorós	La Marina, Elx	
09/08/2012	Camponotus foreli	Elias Amorós	Sierra del Molar(La Marina, Elx)	Vuelos masivos entre las 20:00 y las 20:45, mas tarde alrededor de las 21:15 he cogido varias reinas ya sin alas.
09/08/2012	Camponotus sylvaticus	Elias Amorós	Sierra del Molar(La Marina, Elx)	Vuelos masivos entre las 20:00 y las 20:45, mas tarde alrededor de las 21:15 he cogido varias reinas ya sin alas.
09/08/2012	Plagiolepis pygmaea	Darlatan	Granada Capital	Una reina en un escaparate por el centro, no busque mas, fue casualidad al mirar el cristal, parece estar fecundada
08/08/2012	Camponotus cruentatus	Darlatan	Cadiar - Granada	una reina y un macho alados solitarios en una pared, el dia 9 temprano encuentro una reina sin alas.
05/08/2012	Aphaenogaster ibericus	ixdeenero	Valdenoches, Guadalajara	9 machos en piscina, 2 vivos. Vuelo más probable ayer por la tarde. Hoy ha llovido un poco.
02/08/2012	Camponotus micans	xcom	Toda la pronvincia de cadiz, jerez de la frontera, el puerto de santa maria	desde el 2 al 13 de agosto continuos vuelos por la tarde noche.
01/08/2012	Solenopsis invicta	alihormiga	Carolina del Sur	Vuelos masivos tras un dia de lluvia.
01/08/2012	Lasius niger	MadGator	Cacicedo (Cantabria)	soleado 19 horas, vuelo pequeño.
28/07/2012	Desconocida	Alex16	Perí-Lima en la ciudad de Lima Metropolitana	Increiblemente hubo otro vuelo nupcial hoy, acabo de regresar del campo tía frío y no hubo lluvias.
27/07/2012	Hypoponera sp.	ixdeenero	Guadalajara	Por la noche, en cuanto comenzó a llover. Temperatura entre 23º y 25º. El vuelo es en el interior de una vivienda.
27/07/2012	Desconocida	Alex16	Perú-Lima en la ciudad de Lima Metropolitana	Día cálido después de una llovisna. Vuelo nupcial masivo. Nadie sale de su vivienda por no interrumpir el vuelo.
26/07/2012	Desconocida	Alex16	Perú-Lima en la Ciudad de Lima Metropolitana	Otro vuelo nupcial largo a las 11:58, los vuelos están muy frecuentes en Perú gracias a la extrema humedad y lluvias que estamos pasando sin embargo es dificil encontrar reinas fecundadas.
25/07/2012	Desconocida	Alex16	Perú-Lima en Lima Metropolitana	Buelo nupcial a las 7:45, día cálido después de una lluvia.
24/07/2012	Lasius niger	MadGator	Santander (Cantabria)	vuelo grande, 25º, 8pm dia soleado.
24/07/2012	Lasius sp.	Radio	Mieres, Asturias	Nube de hormigas aún con alas aglomeradas alrededor de las luces de las farolas
22/07/2012	Formica sp.	Radio	Somiedo, Asturias	Reinas esporádicas que aparecían junto a los senderos.
21/07/2012	Desconocida	Alex16	Lima-Perú ciudad en Lima metropolitana	Logré ver un vuelo nupcial a las 6:39, día cálido después de temporada de lluvias
18/07/2012	Lasius sp.	MadGator	Espinama (Cantabria)	dia soleado 11 am, una es de las parasitas.
17/07/2012	Camponotus cruentatus	quos	Barcelona	Hacia las 21.00 capture varias reinas por el area de collserola.
16/07/2012	Lasius fuliginosus	MadGator	Cacicedo de Camargo (Cantabria)	una reina solitaria, dia soleado 26º, 11 am
16/07/2012	Lasius sp.	mendelius	Escorial , Madrid	Dia caluroso, por la tarde a las 7
16/07/2012	Aphaenogaster gibbosa	ixdeenero	Guadalajara	A las 23:30. 23º, brisa leve. Una reina solitaria desalada
16/07/2012	Camponotus barbaricus	Kraiks	Parque Natural los cerros. Alcala de Henares.	Hora aprox. 20:00, vuelos importantes con salidas de muchos alados, muchas reinas con alas en el suelo.
16/07/2012	Camponotus sp.	Kraiks	Parque Natural los cerros. Alcala de Henares.	Hora aprox. 20:00, vuelos importantes con salidas de muchos alados, muchas reinas con alas en el suelo.
15/07/2012	Lasius sp.	EagleScreen	Madrid (Alcobendas)	A las 20:00 comienzan a volar las princesas.
15/07/2012	Camponotus foreli	ixdeenero	Guadalajara	Vuelo bastante numeroso. Llevan tres noches saliendo. A las 23:30 todo el suelo con reinas. Algo de viento, unos 22º. Zona de jardines y pinos.
15/07/2012	Camponotus aethiops	ixdeenero	Guadalajara	Vuelo bastante numeroso. Llevan tres noches saliendo. A las 23:30 todo el suelo con reinas. Algo de viento, unos 22º. Zona de jardines y pinos.
15/07/2012	Lasius rabaudi	ixdeenero	Guadalajara	Condiciones idénticas a las Camponotus foreli
14/07/2012	Lasius sp.	Pitin	Teruel	A las 00:03
14/07/2012	Camponotus foreli	ixdeenero	Guadalajara	Pasadas las 12 de la noche varias reinas desaladas. El vuelo ha debido ser al anochecer
13/07/2012	Lasius niger	MadGator	Santander (Cantabria)	dia soleado,  12 am, por la tarde lluvias, vuelo masivo.
13/07/2012	Plagiolepis sp.	alberto_enfermero	Béjar, Salamanca	machos bajo una piedra al sol
13/07/2012	Hypoponera sp.	ixdeenero	Guadalajara y Robledillo de Mohernando (Gu)	reinas aladas sueltas, no masivo. 33-35 grados, viento moderado. A las 12:00 y a las 19:00
13/07/2012	Lasius sp.	Radio	Oviedo, Asturias	Cientos de reinas sin alas correteando por el suelo, por todas partes.
12/07/2012	Aphaenogaster senilis	ixdeenero	Guadalajara	primera reina de la temporada. Iba por el suelo con las alas intactas. 33 grados, viento flojo. 5 de la tarde
12/07/2012	Camponotus cruentatus	alberto_enfermero	Béjar, Salamanca	ayer unas gotas de lluvia hoy dia de pleno sol
12/07/2012	Camponotus sp.	talaverano	Talavera de la Reina	Una reina en las cercanias de un embalse anocheciendo.No hacia demasiado calor.
12/07/2012	Aphaenogaster gibbosa	mendelius	Escorial, Madrid	Día soleado. A las 7 no había reinas pero a las 8:30 había muchas reinas.
12/07/2012	Camponotus cruentatus	mendelius	Escorial, Madrid	Día soleado. A las 7 no había reinas pero a las 8:30 había muchas reinas.
12/07/2012	Camponotus aethiops	mendelius	Escorial, Madrid	Día soleado. A las 7 no había reinas pero a las 8:30 había muchas reinas.
12/07/2012	Pheidole pallidula	mendelius	Escorial, Madrid	Día soleado. A las 7 no había reinas pero a las 8:30 había muchas reinas.
12/07/2012	Lasius sp.	mendelius	Escorial, Madrid	Día soleado. A las 7 no había reinas pero a las 8:30 había muchas reinas.
12/07/2012	Camponotus barbaricus	xcom	andalucia occidental sevilla, huelva, cadiz y malaga	vuelon durante toda la noche de esta especie en andalucia occidental.
11/07/2012	Lasius sp.	alberto_enfermero	Béjar, Salamanca	tras cuatro gotas de una tormenta de verano. parece que lo estaban esperando
